Autonomie_batterie,Nb_coeurs,Marque,Ville_vente,Reconditionne,Garantie_disponible,Frequence_CPU,Nb_appareils_photo,Reconnaissance_faciale,Gamme,Etat_esthetique,Score_performance,Charge_rapide,Double_SIM,Stockage_interne,Prix
55.0,5,Oppo,Rabat,0.0,1,1157.62,3,1.0,Moyenne,75,54.02,0,1,128,4158.26
47.0,2,Xiaomi Redmi,Agadir,1.0,1,1025.39,3,0.0,Moyenne,71,54.59,0,1,128,4716.84
60.0,9,Samsung Galaxy,Rabat,0.0,1,1216.37,3,0.0,Supérieure,3,73.77,0,0,512,8760.9
47.0,5,Xiaomi Redmi,Casablanca,1.0,0,1031.82,3,0.0,Moyenne,38,48.02,1,0,1000,6770.51
52.0,9,Samsung Galaxy,Marrakech,1.0,1,1095.75,0,0.0,Supérieure,36,62.03,0,0,512,8313.58
59.0,7,Honor,Casablanca,0.0,1,979.13,4,1.0,Entrée,39,55.49,0,0,1000,2992.58
59.0,6,Oppo,Agadir,1.0,1,1044.83,1,0.0,Entrée,15,56.28,1,1,128,3901.91
55.0,7,Honor,Casablanca,1.0,0,862.37,4,0.0,Moyenne,28,66.6,0,1,256,4533.85
48.0,3,Oppo,Marrakech,0.0,1,689.83,4,0.0,Entrée,76,69.65,0,1,128,3825.08
59.0,8,Honor,Agadir,0.0,0,934.95,3,0.0,Entrée,66,90.92,1,1,128,2884.01
48.0,6,Xiaomi Redmi,Rabat,1.0,0,1005.13,3,1.0,Moyenne,83,71.99,0,0,128,6604.6
66.0,3,iPhone,Rabat,0.0,1,1083.48,3,1.0,Supérieure,40,72.05,1,0,1000,9983.75
61.0,9,Oppo,Casablanca,1.0,1,944.62,1,0.0,Moyenne,59,88.95,0,1,256,4590.81
38.0,4,Xiaomi Redmi,Casablanca,0.0,1,915.95,2,0.0,Moyenne,67,82.41,1,1,256,5539.22
51.0,2,Oppo,Rabat,1.0,0,959.74,3,0.0,Entrée,80,58.89,0,0,1000,2832.96
51.0,4,Xiaomi Redmi,Agadir,1.0,0,1024.42,3,0.0,Moyenne,35,76.07,0,1,512,5498.12
51.0,1,Samsung Galaxy,Rabat,0.0,0,831.14,1,0.0,Supérieure,66,62.49,0,1,1000,9692.36
50.0,1,Xiaomi Redmi,Rabat,1.0,1,1024.12,3,0.0,Moyenne,53,76.48,0,1,1000,5364.33
46.0,3,Xiaomi Redmi,Rabat,1.0,1,1103.42,0,0.0,Moyenne,39,74.52,0,1,128,4775.06
31.0,9,Honor,Casablanca,1.0,1,1192.3,0,1.0,Entrée,31,97.84,1,0,256,3774.71
48.0,8,Oppo,Agadir,1.0,0,1206.63,1,1.0,Entrée,93,60.32,0,0,1000,3095.93
58.0,1,Samsung Galaxy,Rabat,1.0,1,805.86,3,0.0,Supérieure,29,92.54,0,1,1000,9894.84
,9,Oppo,Marrakech,1.0,0,744.25,1,0.0,Entrée,49,88.92,1,1,1000,3970.28
54.0,2,Honor,Marrakech,1.0,0,1195.13,1,0.0,Moyenne,65,88.97,0,1,128,4230.71
59.0,3,Honor,Agadir,0.0,0,981.09,3,0.0,Entrée,77,61.28,0,1,128,2970.08
39.0,3,Oppo,Casablanca,1.0,0,961.13,1,0.0,Entrée,40,90.5,1,1,256,2903.87
49.0,3,iPhone,Agadir,0.0,1,902.12,1,0.0,Supérieure,17,77.46,0,0,256,9805.2
59.0,4,Oppo,Rabat,0.0,0,847.86,3,0.0,Entrée,37,52.7,1,1,256,3856.38
73.0,1,Xiaomi Redmi,Marrakech,0.0,0,1116.88,1,1.0,Moyenne,86,86.2,0,1,1000,5618.69
43.0,5,Xiaomi Redmi,Rabat,1.0,1,1061.61,0,1.0,Moyenne,78,59.7,0,0,1000,4622.65
61.0,5,iPhone,Agadir,1.0,1,1105.19,3,0.0,Premium,94,80.28,1,0,128,10122.41
59.0,4,Honor,Agadir,1.0,0,1031.16,2,1.0,Entrée,95,84.85,0,0,128,3543.25
52.0,3,Samsung Galaxy,Rabat,0.0,1,831.06,4,1.0,Supérieure,69,77.69,0,0,512,9403.5
30.0,3,Oppo,Marrakech,1.0,0,1128.17,1,1.0,Entrée,28,86.49,1,1,512,3279.71
57.0,6,iPhone,Rabat,0.0,0,780.69,4,1.0,Premium,59,60.71,0,0,512,11942.7
38.0,1,Oppo,Marrakech,1.0,0,562.57,4,0.0,Moyenne,30,75.09,0,1,256,4939.17
47.0,9,Oppo,Agadir,0.0,1,864.2,3,0.0,Entrée,93,76.94,0,0,1000,3856.58
45.0,4,iPhone,Rabat,1.0,1,1160.85,4,0.0,Premium,49,73.22,1,1,1000,11403.45
47.0,7,Honor,Marrakech,0.0,1,1162.51,2,1.0,Moyenne,57,65.98,1,0,256,4048.42
66.0,3,Honor,Marrakech,1.0,0,887.24,1,1.0,Moyenne,49,89.85,1,0,128,4984.28
54.0,8,iPhone,Rabat,1.0,0,1107.26,2,1.0,Supérieure,27,57.23,1,1,512,9184.74
68.0,3,Samsung Galaxy,Casablanca,0.0,1,608.63,1,0.0,Supérieure,81,51.6,0,0,512,7271.44
58.0,9,Oppo,Marrakech,1.0,1,1097.52,1,0.0,Entrée,70,68.74,1,1,128,3473.08
44.0,8,Samsung Galaxy,Casablanca,1.0,1,971.78,0,1.0,Supérieure,59,95.44,1,0,512,7809.08
69.0,1,Honor,Rabat,1.0,0,1164.33,1,0.0,Entrée,59,89.22,1,1,1000,3153.54
46.0,1,iPhone,Rabat,0.0,1,721.13,2,0.0,Premium,67,61.95,0,0,1000,10900.96
52.0,3,Honor,Casablanca,0.0,0,789.89,0,0.0,Entrée,62,74.91,1,1,256,3037.06
41.0,7,Samsung Galaxy,Agadir,1.0,0,1244.4,2,0.0,Supérieure,99,94.99,1,1,512,8553.05
43.0,5,Honor,Rabat,1.0,0,1017.55,2,1.0,Entrée,76,80.75,0,1,256,3138.07
42.0,5,Oppo,Agadir,1.0,0,784.54,0,1.0,Entrée,12,69.74,1,0,256,3654.55
66.0,5,Oppo,Rabat,1.0,1,991.17,4,0.0,Moyenne,85,78.55,1,1,128,4631.72
57.0,7,Xiaomi Redmi,Agadir,1.0,1,927.78,0,1.0,Moyenne,63,67.93,0,0,256,4947.01
45.0,6,Honor,Agadir,1.0,1,1013.45,2,0.0,Entrée,11,94.42,0,1,128,2940.64
49.0,6,Xiaomi Redmi,Marrakech,0.0,1,503.71,3,0.0,Moyenne,26,64.24,1,1,1000,6435.91
52.0,4,Xiaomi Redmi,Rabat,1.0,1,803.69,0,0.0,Moyenne,28,83.58,0,1,256,6590.46
37.0,8,iPhone,Casablanca,1.0,1,713.0,0,0.0,Premium,70,80.86,0,1,128,11392.2
52.0,5,Honor,Casablanca,0.0,1,769.54,3,1.0,Entrée,44,82.51,0,1,512,3477.21
43.0,9,iPhone,Casablanca,1.0,1,810.86,2,1.0,Premium,25,76.95,0,0,256,10063.03
50.0,1,iPhone,Marrakech,1.0,0,1283.67,2,0.0,Premium,54,61.06,0,1,128,11749.06
55.0,8,iPhone,Marrakech,1.0,1,963.15,2,0.0,Premium,28,77.41,1,0,128,10431.89
64.0,2,Honor,Agadir,1.0,0,749.14,2,0.0,Entrée,48,63.26,0,1,256,2943.3
66.0,6,Xiaomi Redmi,Casablanca,0.0,1,895.18,2,0.0,Moyenne,34,73.98,1,1,1000,5723.25
33.0,6,Xiaomi Redmi,Agadir,1.0,1,705.62,0,0.0,Moyenne,6,61.12,0,1,1000,6759.79
53.0,3,Samsung Galaxy,Agadir,0.0,1,914.08,0,1.0,Supérieure,6,70.31,1,1,512,7445.73
53.0,8,Honor,Marrakech,0.0,0,992.19,1,0.0,Moyenne,24,92.15,1,0,256,4876.46
71.0,7,iPhone,Casablanca,0.0,0,1057.12,4,0.0,Premium,97,63.61,1,1,1000,11098.93
57.0,9,Oppo,Rabat,1.0,0,969.21,4,0.0,Moyenne,70,54.19,0,0,512,4056.17
64.0,8,Samsung Galaxy,Agadir,1.0,0,1048.12,1,0.0,Supérieure,21,49.35,0,1,128,8882.84
54.0,3,Honor,Marrakech,0.0,0,572.21,2,1.0,Entrée,84,82.58,0,1,256,3545.29
60.0,1,iPhone,Marrakech,0.0,0,1195.63,3,1.0,Supérieure,83,99.77,1,0,128,9297.59
61.0,8,Xiaomi Redmi,Casablanca,0.0,1,1090.56,1,0.0,Moyenne,73,56.6,0,0,128,5554.84
57.0,7,Oppo,Agadir,1.0,1,1330.98,3,1.0,Moyenne,20,68.6,0,1,1000,4244.89
69.0,4,iPhone,Agadir,0.0,0,616.03,0,1.0,Premium,65,71.47,1,1,128,11890.35
51.0,4,Oppo,Agadir,0.0,1,952.33,2,1.0,Entrée,33,83.05,1,0,256,2980.05
61.0,1,iPhone,Agadir,0.0,0,715.73,4,1.0,Supérieure,91,69.79,1,1,512,9531.58
27.0,1,Honor,Rabat,0.0,1,857.17,4,0.0,Entrée,32,98.65,1,0,128,3203.38
43.0,3,Honor,Rabat,1.0,0,1200.08,2,1.0,Entrée,75,80.71,0,0,256,3567.42
32.0,1,Oppo,Rabat,1.0,1,1416.2,2,0.0,Entrée,23,101.48,0,1,1000,3539.75
40.0,8,Xiaomi Redmi,Casablanca,1.0,1,1260.46,3,1.0,Moyenne,36,54.65,1,0,1000,6388.95
72.0,1,Oppo,Agadir,1.0,1,976.89,3,0.0,Moyenne,11,98.48,1,1,256,4747.66
47.0,8,Samsung Galaxy,Marrakech,0.0,1,798.22,4,0.0,Supérieure,77,49.08,1,1,256,7663.09
55.0,3,Samsung Galaxy,Rabat,1.0,0,925.86,2,0.0,Supérieure,65,99.49,1,1,256,7521.28
55.0,6,Oppo,Rabat,0.0,0,1109.13,1,1.0,Moyenne,53,94.57,0,0,128,4945.58
48.0,4,iPhone,Agadir,1.0,0,1250.93,3,0.0,Premium,87,56.91,1,0,1000,10052.73
58.0,8,Samsung Galaxy,Marrakech,0.0,0,899.2,2,1.0,Supérieure,91,70.86,0,1,128,7156.59
51.0,6,Oppo,Agadir,1.0,1,1048.56,2,1.0,Entrée,98,86.09,0,1,512,3218.54
52.0,9,Honor,Casablanca,1.0,0,666.15,2,1.0,Moyenne,91,71.53,0,1,256,4458.65
51.0,3,Xiaomi Redmi,Agadir,0.0,1,1025.06,0,0.0,Moyenne,85,80.31,1,0,256,5824.81
49.0,3,Honor,Agadir,1.0,1,1056.82,2,1.0,Entrée,41,70.51,1,0,256,3388.1
69.0,1,Honor,Rabat,0.0,1,857.04,0,1.0,Entrée,12,61.27,1,1,512,3483.27
50.0,3,Honor,Rabat,1.0,0,1234.27,3,1.0,Entrée,29,77.93,0,0,512,2565.37
64.0,1,Xiaomi Redmi,Casablanca,0.0,0,1334.55,2,0.0,Moyenne,35,72.27,1,1,512,4595.44
49.0,2,Samsung Galaxy,Marrakech,0.0,1,1113.7,4,0.0,Supérieure,10,56.69,0,0,256,9132.09
40.0,5,Oppo,Agadir,,0,926.98,2,1.0,Entrée,78,91.42,1,0,1000,3886.42
43.0,9,Xiaomi Redmi,Casablanca,1.0,1,774.49,4,1.0,Moyenne,95,85.35,0,0,1000,5536.09
59.0,9,Honor,Agadir,0.0,1,1216.15,1,1.0,Moyenne,17,68.43,1,0,1000,4202.03
50.0,3,Oppo,Casablanca,1.0,1,1066.94,1,1.0,Entrée,16,83.42,0,1,256,3163.69
48.0,6,Xiaomi Redmi,Rabat,1.0,0,886.75,0,1.0,Moyenne,30,64.24,1,1,512,6882.48
31.0,6,Oppo,Rabat,0.0,0,1073.33,2,0.0,Moyenne,70,97.11,0,0,1000,4391.95
63.0,5,Honor,Agadir,1.0,1,1138.75,0,1.0,Moyenne,5,111.66,0,0,1000,4725.53
47.0,5,Honor,Marrakech,1.0,0,862.86,4,0.0,Entrée,62,86.61,1,0,512,3539.39
53.0,1,Oppo,Rabat,1.0,1,700.68,1,0.0,Moyenne,16,71.89,1,1,1000,4496.12
40.0,6,Oppo,Rabat,1.0,0,740.41,3,1.0,Entrée,94,79.76,0,1,512,2906.16
61.0,6,Honor,Rabat,1.0,0,1148.03,1,1.0,Entrée,88,78.22,0,1,1000,3622.98
32.0,1,Xiaomi Redmi,Rabat,1.0,0,1088.32,2,1.0,Moyenne,62,60.63,1,0,128,4713.23
48.0,6,Xiaomi Redmi,Marrakech,1.0,1,843.92,0,0.0,Moyenne,72,75.5,1,1,256,6352.26
44.0,4,Honor,Rabat,0.0,1,643.04,1,1.0,Moyenne,69,68.5,0,1,1000,4882.95
42.0,5,Oppo,Agadir,1.0,1,1002.45,4,1.0,Entrée,43,36.21,1,1,256,3275.3
35.0,9,Xiaomi Redmi,Marrakech,0.0,1,858.3,2,1.0,Moyenne,92,48.92,0,1,128,4575.74
58.0,7,Xiaomi Redmi,Casablanca,0.0,1,1072.06,2,1.0,Moyenne,94,78.81,1,0,512,6453.58
41.0,7,Oppo,Marrakech,0.0,1,870.49,1,1.0,Moyenne,51,70.44,0,0,128,4796.46
78.0,5,Samsung Galaxy,Rabat,0.0,1,836.16,0,0.0,Supérieure,72,93.99,1,1,256,9631.88
59.0,9,Xiaomi Redmi,Rabat,0.0,0,1021.47,2,1.0,Moyenne,83,73.62,1,1,128,5873.74
58.0,9,Samsung Galaxy,Rabat,1.0,1,1039.31,2,0.0,Supérieure,22,59.37,1,0,512,8104.34
57.0,7,Samsung Galaxy,Rabat,0.0,1,1009.43,1,0.0,Supérieure,75,70.68,1,0,128,9595.64
54.0,8,Xiaomi Redmi,Rabat,0.0,0,982.65,4,0.0,Moyenne,56,54.53,1,1,512,6337.33
55.0,1,Samsung Galaxy,Rabat,1.0,0,970.25,0,1.0,Supérieure,69,104.69,0,0,512,7280.2
49.0,8,Samsung Galaxy,Agadir,0.0,0,1092.97,0,1.0,Supérieure,45,65.43,0,1,512,7735.69
63.0,9,Oppo,Rabat,0.0,1,1013.3,3,1.0,Entrée,16,66.93,1,0,1000,2841.67
49.0,7,Xiaomi Redmi,Agadir,1.0,1,992.44,0,1.0,Moyenne,89,89.87,1,0,256,5133.71
51.0,3,Samsung Galaxy,Rabat,1.0,0,988.76,2,0.0,Supérieure,31,86.05,1,1,256,8367.39
53.0,7,iPhone,Casablanca,1.0,1,793.54,2,1.0,Supérieure,47,63.4,1,1,256,9155.69
48.0,4,Xiaomi Redmi,Rabat,1.0,1,913.31,2,0.0,Moyenne,25,54.7,0,0,128,5124.35
49.0,1,iPhone,Agadir,1.0,1,758.71,1,1.0,Premium,35,63.03,0,1,1000,10473.99
61.0,8,Xiaomi Redmi,Agadir,0.0,1,799.01,2,0.0,Moyenne,66,54.26,0,1,256,5986.18
34.0,7,Samsung Galaxy,Casablanca,1.0,1,1053.07,2,0.0,Supérieure,12,87.15,1,1,256,9065.06
44.0,6,Honor,Marrakech,1.0,1,747.22,3,1.0,Entrée,46,78.59,1,1,512,3166.08
51.0,7,Xiaomi Redmi,Rabat,1.0,0,1066.07,2,1.0,Moyenne,38,110.51,0,0,1000,4613.83
60.0,1,Oppo,Rabat,0.0,1,1478.47,0,1.0,Entrée,14,95.26,1,0,256,3420.77
60.0,8,Oppo,Marrakech,1.0,1,922.94,4,0.0,Entrée,36,67.79,0,1,256,2906.03
60.0,7,Samsung Galaxy,Marrakech,1.0,1,1104.34,4,1.0,Supérieure,86,66.59,1,1,1000,7873.71
39.0,2,Xiaomi Redmi,Agadir,0.0,0,974.45,4,0.0,Moyenne,10,83.33,1,1,1000,5584.7
37.0,8,iPhone,Agadir,1.0,1,1014.66,3,1.0,Premium,93,87.53,1,0,128,10380.67
55.0,6,iPhone,Casablanca,0.0,1,821.19,1,0.0,Premium,81,92.09,0,1,512,10073.81
43.0,2,Xiaomi Redmi,Rabat,0.0,1,1273.74,4,0.0,Moyenne,42,79.78,1,0,128,5324.8
37.0,1,Honor,Casablanca,1.0,1,856.03,3,1.0,Entrée,63,101.6,1,1,1000,2516.27
40.0,8,Oppo,Agadir,0.0,1,809.87,3,0.0,Entrée,7,67.02,1,0,512,3836.34
49.0,4,Xiaomi Redmi,Agadir,1.0,0,830.08,4,1.0,Moyenne,75,65.96,0,1,1000,5881.9
37.0,2,Oppo,Rabat,0.0,0,750.91,3,1.0,Moyenne,85,77.17,1,1,128,4352.85
36.0,7,iPhone,Agadir,1.0,0,1122.6,2,0.0,Premium,74,63.69,0,1,256,10164.26
,3,Honor,Casablanca,1.0,0,874.64,2,0.0,Entrée,63,96.25,1,1,256,3462.0
66.0,7,Xiaomi Redmi,Marrakech,0.0,1,1066.22,1,1.0,Moyenne,81,63.69,1,1,1000,5435.77
64.0,8,Xiaomi Redmi,Agadir,0.0,0,1148.4,4,0.0,Moyenne,17,61.97,0,1,512,5399.68
67.0,7,iPhone,Marrakech,0.0,0,629.91,1,1.0,Supérieure,60,98.88,0,1,512,9502.75
48.0,4,iPhone,Rabat,0.0,1,724.85,2,0.0,Premium,40,52.12,0,1,256,11450.45
50.0,3,Xiaomi Redmi,Casablanca,1.0,0,1001.46,0,1.0,Moyenne,81,78.89,1,1,512,5569.93
64.0,6,Honor,Agadir,0.0,0,981.34,1,0.0,Entrée,31,98.56,1,1,1000,3801.58
47.0,8,Oppo,Agadir,1.0,1,1303.1,0,0.0,Entrée,91,73.2,1,1,256,2798.46
34.0,8,Oppo,Casablanca,1.0,1,861.2,4,0.0,Moyenne,39,80.03,1,1,256,4192.4
57.0,7,iPhone,Marrakech,0.0,0,1081.41,4,1.0,Premium,77,101.59,0,0,256,11994.7
45.0,8,Samsung Galaxy,Agadir,1.0,0,1239.34,1,1.0,Supérieure,48,76.92,1,1,256,7149.01
63.0,4,Honor,Agadir,0.0,0,1138.63,2,1.0,Entrée,87,85.99,1,0,512,2802.19
42.0,5,Samsung Galaxy,Marrakech,0.0,1,880.41,3,1.0,Supérieure,66,114.9,1,0,512,8925.44
57.0,3,Oppo,Rabat,0.0,0,954.69,1,0.0,Moyenne,61,51.33,0,1,512,4370.92
58.0,6,Xiaomi Redmi,Agadir,1.0,0,1646.65,1,0.0,Moyenne,87,87.12,0,0,128,6870.12
36.0,2,Oppo,Rabat,0.0,1,934.85,1,0.0,Moyenne,17,60.5,1,0,128,4226.9
60.0,7,Honor,Agadir,1.0,0,760.1,3,0.0,Entrée,33,70.47,0,0,512,2664.1
55.0,7,Honor,Marrakech,0.0,0,1222.48,2,0.0,Entrée,88,60.91,1,1,1000,3600.59
57.0,5,Samsung Galaxy,Agadir,0.0,0,661.92,2,1.0,Supérieure,47,61.37,0,0,512,9837.12
36.0,8,iPhone,Casablanca,0.0,0,643.66,3,0.0,Premium,89,67.51,1,0,512,11051.62
63.0,8,Samsung Galaxy,Marrakech,1.0,0,1100.22,4,1.0,Supérieure,44,80.69,1,0,512,8026.78
37.0,1,Oppo,Rabat,1.0,0,915.99,2,0.0,Moyenne,10,91.36,1,0,256,4896.78
53.0,8,iPhone,Casablanca,0.0,1,1231.59,3,0.0,Premium,56,63.4,0,1,1000,10658.32
53.0,5,Samsung Galaxy,Casablanca,0.0,1,1089.59,3,1.0,Supérieure,63,80.55,1,0,128,7850.84
43.0,5,Xiaomi Redmi,Casablanca,1.0,1,531.07,3,0.0,Moyenne,39,76.72,0,1,512,6398.66
38.0,2,Honor,Casablanca,1.0,0,848.42,0,0.0,Entrée,52,48.51,1,0,128,3254.82
35.0,4,Honor,Agadir,1.0,1,731.98,1,1.0,Moyenne,58,68.02,0,1,512,4632.34
59.0,4,iPhone,Marrakech,0.0,1,1290.36,0,1.0,Premium,49,73.25,0,1,512,11177.9
45.0,7,Samsung Galaxy,Agadir,1.0,0,1107.52,0,0.0,Supérieure,44,84.11,0,0,256,8571.32
47.0,8,Honor,Casablanca,0.0,1,663.77,0,0.0,Entrée,12,78.15,1,1,128,3806.98
68.0,3,Oppo,Rabat,1.0,0,990.01,0,1.0,Entrée,92,72.33,0,0,512,3903.81
54.0,8,iPhone,Agadir,1.0,1,757.64,4,0.0,Premium,77,83.39,0,1,512,11147.25
52.0,1,iPhone,Agadir,0.0,0,1055.01,0,0.0,Premium,94,82.46,1,0,512,10948.33
59.0,3,iPhone,Rabat,0.0,1,1262.28,4,0.0,Premium,51,73.07,0,1,256,11282.95
46.0,4,iPhone,Agadir,1.0,1,1154.72,1,0.0,Premium,11,64.45,0,1,128,10298.87
55.0,5,Xiaomi Redmi,Agadir,1.0,1,808.59,1,,Moyenne,41,48.25,1,0,256,5149.85
47.0,9,iPhone,Agadir,1.0,1,1218.17,0,1.0,Premium,1,54.71,1,0,1000,11740.62
40.0,3,Samsung Galaxy,Marrakech,1.0,1,813.46,0,0.0,Supérieure,5,79.15,0,0,128,7735.29
51.0,5,Oppo,Marrakech,1.0,0,1208.78,1,0.0,Entrée,34,37.22,1,1,1000,2926.97
54.0,7,Samsung Galaxy,Rabat,0.0,1,1079.99,4,1.0,Supérieure,30,68.76,1,0,1000,9687.43
54.0,9,Xiaomi Redmi,Marrakech,0.0,0,1240.65,3,0.0,Moyenne,25,60.01,0,0,512,5026.39
56.0,5,Oppo,Marrakech,1.0,0,994.8,4,1.0,Entrée,50,88.9,1,1,128,2806.34
29.0,9,Samsung Galaxy,Agadir,1.0,1,937.36,1,1.0,Supérieure,60,74.12,0,0,1000,7119.07
54.0,9,Samsung Galaxy,Marrakech,1.0,0,798.13,2,0.0,Supérieure,71,85.21,0,0,128,8660.87
44.0,9,Xiaomi Redmi,Rabat,1.0,1,854.68,0,0.0,Moyenne,38,57.98,0,1,128,5264.21
33.0,5,iPhone,Casablanca,0.0,1,1185.27,1,0.0,Supérieure,55,91.83,1,1,256,9477.57
43.0,9,Oppo,Casablanca,0.0,0,936.16,1,1.0,Entrée,33,94.25,1,0,128,3662.95
42.0,5,Honor,Marrakech,0.0,0,584.9,1,1.0,Entrée,78,71.85,0,1,128,3582.31
50.0,4,Oppo,Marrakech,0.0,1,890.5,0,1.0,Entrée,41,81.37,1,1,512,3249.0
29.0,3,Xiaomi Redmi,Marrakech,1.0,1,1004.75,1,0.0,Moyenne,47,99.3,0,0,128,5978.17
57.0,2,Xiaomi Redmi,Casablanca,0.0,0,1113.33,3,0.0,Moyenne,21,93.44,0,0,512,4638.21
34.0,9,Xiaomi Redmi,Agadir,0.0,1,888.44,0,0.0,Moyenne,16,35.89,1,1,128,4771.18
45.0,1,iPhone,Casablanca,0.0,0,749.18,3,0.0,Premium,62,87.92,1,0,512,10773.42
42.0,3,iPhone,Rabat,1.0,1,998.44,1,0.0,Premium,70,64.15,1,1,1000,11467.14
52.0,8,Honor,Agadir,0.0,0,909.24,4,0.0,Entrée,89,53.66,0,1,128,3081.59
48.0,9,Samsung Galaxy,Agadir,1.0,1,1246.3,1,1.0,Supérieure,56,73.28,1,1,1000,7604.46
50.0,6,Honor,Casablanca,0.0,0,1191.8,4,0.0,Moyenne,39,72.85,1,1,256,4442.43
42.0,3,Honor,Marrakech,0.0,1,1249.74,1,0.0,Entrée,43,89.41,1,1,256,3705.73
35.0,9,iPhone,Casablanca,0.0,1,915.59,4,1.0,Supérieure,12,95.01,0,1,512,9266.41
49.0,8,iPhone,Casablanca,1.0,0,718.06,0,0.0,Premium,57,80.01,1,0,128,10365.77
48.0,6,Xiaomi Redmi,Casablanca,0.0,0,1069.63,2,0.0,Moyenne,47,80.56,0,0,1000,6906.04
59.0,9,Oppo,Marrakech,1.0,1,772.47,4,0.0,Entrée,95,66.9,1,0,256,2788.22
59.0,8,Samsung Galaxy,Rabat,0.0,0,1182.47,4,1.0,Supérieure,39,75.79,1,0,256,8244.05
66.0,5,iPhone,Rabat,1.0,0,900.6,3,1.0,Supérieure,62,34.16,1,1,128,9754.69
72.0,3,Samsung Galaxy,Rabat,1.0,0,762.02,0,0.0,Supérieure,65,63.67,1,0,256,7448.14
57.0,2,Honor,Agadir,1.0,1,858.2,0,1.0,Entrée,1,73.37,0,1,128,3652.64
48.0,2,Samsung Galaxy,Casablanca,1.0,0,771.23,1,0.0,Supérieure,96,76.82,1,1,128,9374.97
44.0,2,Oppo,Casablanca,1.0,0,1162.28,3,1.0,Entrée,51,79.44,1,1,1000,2978.07
73.0,5,Oppo,Agadir,1.0,1,1115.49,1,0.0,Entrée,34,84.57,0,0,256,2605.83
48.0,9,Samsung Galaxy,Casablanca,0.0,0,1363.74,1,0.0,Supérieure,92,87.95,0,1,512,7553.68
50.0,5,Oppo,Casablanca,0.0,0,959.88,1,0.0,Entrée,99,75.37,0,1,1000,3196.56
63.0,4,Oppo,Casablanca,0.0,1,980.43,0,1.0,Moyenne,85,52.3,0,0,128,4672.82
58.0,6,iPhone,Casablanca,1.0,1,715.91,0,0.0,Supérieure,38,57.14,1,0,128,9933.39
59.0,5,Xiaomi Redmi,Agadir,1.0,0,1126.17,0,1.0,Moyenne,4,76.46,0,1,256,6920.67
35.0,9,Oppo,Rabat,0.0,0,929.54,4,,Moyenne,77,68.69,1,1,1000,4918.28
59.0,2,Honor,Marrakech,1.0,1,958.08,2,1.0,Entrée,34,51.11,0,1,1000,2606.36
57.0,6,Oppo,Rabat,0.0,0,843.06,2,1.0,Entrée,20,85.93,1,1,128,2910.38
47.0,2,Xiaomi Redmi,Casablanca,0.0,1,1003.0,3,0.0,Moyenne,61,77.81,1,0,512,6033.45
58.0,7,Xiaomi Redmi,Rabat,0.0,0,1409.61,0,,Moyenne,50,66.47,0,1,1000,5729.09
44.0,1,iPhone,Marrakech,1.0,0,945.6,4,0.0,Premium,69,94.6,1,1,128,10395.93
30.0,5,Xiaomi Redmi,Casablanca,0.0,0,954.78,1,0.0,Moyenne,38,108.09,0,0,128,5389.55
58.0,7,Honor,Marrakech,0.0,1,896.74,2,,Moyenne,60,87.61,1,0,1000,4605.78
38.0,2,Oppo,Casablanca,1.0,1,944.9,1,0.0,Entrée,71,61.08,0,0,256,3573.84
48.0,4,Samsung Galaxy,Rabat,0.0,1,989.48,1,1.0,Supérieure,2,51.68,0,1,1000,8758.35
49.0,5,iPhone,Agadir,0.0,0,1120.14,0,0.0,Supérieure,55,90.2,1,0,256,9163.07
32.0,8,iPhone,Casablanca,1.0,1,795.42,3,1.0,Supérieure,55,95.82,0,1,256,9457.36
47.0,1,Oppo,Marrakech,1.0,1,1121.36,3,0.0,Entrée,42,73.87,0,0,512,3842.45
52.0,4,Xiaomi Redmi,Agadir,0.0,1,951.58,2,0.0,Moyenne,37,84.1,0,1,256,6231.38
53.0,3,Oppo,Rabat,0.0,1,953.63,3,0.0,Entrée,51,76.46,0,1,128,3610.55
43.0,9,Xiaomi Redmi,Marrakech,0.0,1,1257.64,0,1.0,Moyenne,46,61.6,0,0,512,5108.23
40.0,4,Honor,Marrakech,0.0,1,1347.05,1,0.0,Entrée,98,76.16,0,0,128,3773.59
56.0,4,Oppo,Casablanca,1.0,0,972.14,3,0.0,Entrée,51,72.28,0,0,128,3191.68
62.0,4,iPhone,Marrakech,,0,933.55,0,1.0,Premium,33,98.97,1,1,512,11218.23
40.0,7,Samsung Galaxy,Agadir,1.0,0,1159.45,4,1.0,Supérieure,46,70.54,0,1,256,7026.08
,8,iPhone,Agadir,1.0,1,782.55,0,1.0,Premium,59,98.53,1,1,1000,11921.21
54.0,3,Xiaomi Redmi,Rabat,1.0,0,1095.83,3,0.0,Moyenne,52,65.3,1,1,512,5713.83
44.0,1,Samsung Galaxy,Marrakech,1.0,1,766.82,3,0.0,Supérieure,41,54.98,0,1,512,8971.08
43.0,7,Xiaomi Redmi,Marrakech,0.0,1,1083.62,2,1.0,Moyenne,2,80.63,0,1,512,6401.36
56.0,6,Oppo,Casablanca,1.0,1,1027.56,0,0.0,Entrée,81,69.66,1,1,256,3581.86
44.0,5,Xiaomi Redmi,Rabat,1.0,0,1039.53,1,0.0,Moyenne,3,95.59,1,1,1000,5558.01
40.0,6,Samsung Galaxy,Rabat,0.0,1,1109.59,0,0.0,Supérieure,96,61.1,1,1,128,9950.45
